measnum,projsym,varname,strain,sex,value,animal_id,animal_projid,stocknum,strainid,zscore
55901,GMC10,bw_13wk,129S1/SvImJ,f,21.5,30250371,550,002448,3,1.54
55901,GMC10,bw_13wk,129S1/SvImJ,f,18.5,30250373,550,002448,3,-0.79
55901,GMC10,bw_13wk,129S1/SvImJ,f,17.7,30250374,550,002448,3,-1.41
55901,GMC10,bw_13wk,129S1/SvImJ,f,20.8,30250377,550,002448,3,0.99
55901,GMC10,bw_13wk,129S1/SvImJ,f,21.6,30260209,550,002448,3,1.61
55901,GMC10,bw_13wk,129S1/SvImJ,f,19.4,30260210,550,002448,3,-0.09
55901,GMC10,bw_13wk,129S1/SvImJ,f,20.5,30260211,550,002448,3,0.76
55901,GMC10,bw_13wk,129S1/SvImJ,f,20.7,30260212,550,002448,3,0.92
55901,GMC10,bw_13wk,129S1/SvImJ,f,19.9,30270554,550,002448,3,0.30
55901,GMC10,bw_13wk,129S1/SvImJ,f,18.6,30270555,550,002448,3,-0.71
55901,GMC10,bw_13wk,129S1/SvImJ,f,19.7,30270556,550,002448,3,0.14
55901,GMC10,bw_13wk,129S1/SvImJ,f,19.5,30270557,550,002448,3,-0.01
55901,GMC10,bw_13wk,129S1/SvImJ,f,19.9,30280250,550,002448,3,0.30
55901,GMC10,bw_13wk,129S1/SvImJ,f,18.2,30280251,550,002448,3,-1.02
55901,GMC10,bw_13wk,129S1/SvImJ,f,17.6,30280252,550,002448,3,-1.49
55901,GMC10,bw_13wk,129S1/SvImJ,f,18.2,30280253,550,002448,3,-1.02
55901,GMC10,bw_13wk,129S1/SvImJ,m,26.8,30250370,550,002448,3,0.95
55901,GMC10,bw_13wk,129S1/SvImJ,m,27.7,30250372,550,002448,3,1.26
55901,GMC10,bw_13wk,129S1/SvImJ,m,30.1,30250375,550,002448,3,2.08
55901,GMC10,bw_13wk,129S1/SvImJ,m,27.3,30250376,550,002448,3,1.12
55901,GMC10,bw_13wk,129S1/SvImJ,m,23.7,30260206,550,002448,3,-0.12
55901,GMC10,bw_13wk,129S1/SvImJ,m,26.5,30260207,550,002448,3,0.84
55901,GMC10,bw_13wk,129S1/SvImJ,m,26.2,30260208,550,002448,3,0.74
55901,GMC10,bw_13wk,129S1/SvImJ,m,22.9,30270558,550,002448,3,-0.40
55901,GMC10,bw_13wk,129S1/SvImJ,m,21.2,30270559,550,002448,3,-0.98
55901,GMC10,bw_13wk,129S1/SvImJ,m,22.9,30270560,550,002448,3,-0.40
55901,GMC10,bw_13wk,129S1/SvImJ,m,21.3,30270561,550,002448,3,-0.95
55901,GMC10,bw_13wk,129S1/SvImJ,m,21,30270562,550,002448,3,-1.05
55901,GMC10,bw_13wk,129S1/SvImJ,m,21.7,30280246,550,002448,3,-0.81
55901,GMC10,bw_13wk,129S1/SvImJ,m,22,30280247,550,002448,3,-0.71
55901,GMC10,bw_13wk,129S1/SvImJ,m,22,30280248,550,002448,3,-0.71
55901,GMC10,bw_13wk,129S1/SvImJ,m,21.6,30280249,550,002448,3,-0.85
